[2026-08-04 23:03:14] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-03
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202608030000+TO+202608032359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ReadTimeoutError("HTTPSConnectionPool(host='export.arxiv.org', port=443): Read timed out. (read timeout=20)"))
[IEEE] 2026-8-3 | Closed-Loop Common Mode Current Mitigation for Transformerless Current-Source Soft Open Points
[IEEE] 2026-8-3 | Analysis of Pneumatic Hammer Vibration in Porous Air-Floating Bearings for Ultra-Precision Spindles
[IEEE] 2026-8-3 | A Fuzzy-Based Approach for Interpretable Spike Detection in Living Neural Biocomputers
[IEEE] 2026-8-3 | Hierarchical Fuzzy Model for Human-AI Teaming Security Assessment
[IEEE] 2026-8-3 | Is Visual Information Always Useful? Orthogonal Intuitionistic Fuzzy Reprogramming for Robust Multimodal Recommendation
[IEEE] 2026-8-3 | ICAHS 2025 Copyright Page
[IEEE] 2026-8-3 | Event-Triggered Online Optimization for Cellular-Enabled Air-Ground Cooperative ILAC in Long-Range UAV Logistics
[IEEE] 2026-8-3 | Functional $\mathscr {H}_{\infty }$ Filtering for Descriptor Systems with Incrementally Quadratic Nonlinearities under Disturbances
[IEEE] 2026-8-3 | ICAHS 2025 Copyright Page
[IEEE] 2026-8-3 | ICAHS 2025 Copyright Page
[IEEE] 2026-8-3 | ICAHS 2025 Copyright Page
[IEEE] 2026-8-3 | Meta-Exploiting Complementary Semantic Consistency for Cross-Domain Few-Shot Learning Promotion_supp1-3716403.pdf
[ACM] 2026-8-4 | Multi-Scale BiMamba with Test-Time Adaptation for Motor Imagery Classification
[ACM] 2026-8-4 | Explaining k-Nearest Neighbors: Abductive and Counterfactual Explanations.
[IEEE] 2026-8-4 | Foundation Models for Phenotyping Segmentation of Wheat Stripe Rust Resistance from UAV Hyperspectral Images
[IEEE] 2026-8-4 | ICICIT 2026 TOC
[IEEE] 2026-8-4 | Subtle Motion Blur Detection and Segmentation from Static Image Artworks
[IEEE] 2026-8-4 | Data-Free Early Stopping for Federated Learning with Consensus of Local Task Vectors
[IEEE] 2026-8-4 | Seeing Isn't Believing: Context-Aware Adversarial Patch Synthesis via Conditional GAN
[IEEE] 2026-8-4 | Research on Attitude Stability Control of Unmanned Aerial Vehicles Based on Nonlinear Control Theory
[IEEE] 2026-8-4 | Enhancing Convergence in Multi-Agent Consensus Under Hybrid Byzantine-DoS Attacks: A Comparative Study
[IEEE] 2026-8-4 | Deep Learning-Based Sentiment Analysis Using Hybrid CNN and BiGRU with Attention Mechanism
[IEEE] 2026-8-4 | Patterns Behind Chaos: Forecasting Data Movement for Efficient Large-Scale Moe LLM Inference
[IEEE] 2026-8-4 | Cassandra: Enabling Reasoning LLMs at Edge via Self-Speculative Decoding
[IEEE] 2026-8-4 | Agreement Processes and Enterprise Governance for SoS Evolution
[IEEE] 2026-8-4 | Arabic Sentiment Analysis Using ArabicBERT Models with Explainable AI for Feature Importance
[IEEE] 2026-8-4 | STEP: Spatial Footprint Prefetcher with Multi-Point Temporal Triggers
[IEEE] 2026-8-4 | Composite-Unit Spoof Surface Plasmon Transmission Lines for Enhanced Crosstalk Suppression
[IEEE] 2026-8-4 | Artifact Evaluation Committee
[IEEE] 2026-8-4 | COSM: A Cooperative Scheduling Framework for Concurrent PIM and CPU Execution on Mobile Devices
[IEEE] 2026-8-4 | SAD-YOLOv5: A Lightweight YOLOv5-Based Multi-Class Semantic Segmentation Framework for Industrial Small-Region Defects
[IEEE] 2026-8-4 | Combating the Memory Walls: Optimization Pathways for Long-Context Agentic Llm Inference
[IEEE] 2026-8-4 | Retraction Notice: An Emperical Way to Diagnose the Cancer Stages Using Algorithm in AI System
[IEEE] 2026-8-4 | Non-Euclidean Contraction Design of Firing-Rate Neural Networks by DC Programming
[IEEE] 2026-8-4 | Retraction Notice: Structured Implementation of ML Algorithms for Cardiovascular Disease Detection
[IEEE] 2026-8-4 | End-To-End Post-Processing for CV-QKD with Heterodyne Detection: ADC Modelling, Amplitude Sifting, Tri-Mode NB-LDPC Decoding, and Selective Privacy Amplification
[IEEE] 2026-8-4 | Exploring the Feasibility and Performance of Distributed Llm Serving on Consumer-Grade Gpus
[IEEE] 2026-8-4 | Gold-CYTOP-Based Lipid Bilayer Platform for Modulating Ion Channel Activity via Horizontal Voltage Application
[IEEE] 2026-8-4 | Computer-Aided Tuberculosis Diagnosis Using Deep Learning and Chest X-Ray Images
[IEEE] 2026-8-4 | Research on Efficient Thermal Insulation Methods and Theories Based on Magnetic Field Confinement
[IEEE] 2026-8-4 | Under-Canopy Terrain Reconstruction in Dense Forests Using RGB Imaging and Neural 3D Reconstruction
[IEEE] 2026-8-4 | SpectralShard: Lightweight Partitioning Under Dynamic Interaction Patterns
[IEEE] 2026-8-4 | An Implementation of the Universal Birkhoff Pseudospectral Theory Using a Generic Nonlinear Programming Solver
[IEEE] 2026-8-4 | LOFT: Latent-Fault Optimization Training for Yield Boost in Resistive Crossbar AI Accelerators
[IEEE] 2026-8-4 | Towards a Hierarchical Entanglement Access Control
[IEEE] 2026-8-4 | An Explainable AI-based XGBoost Model for Spambot Detection Across Multiple Social Media Platforms
[IEEE] 2026-8-4 | TrustMix: How to Mix Messages in a Mobile Ad-Hoc Network
[IEEE] 2026-8-4 | Skeletal Virtual Tube Generation for Urban UAV Swarm Navigation
[IEEE] 2026-8-4 | Efficient NetB4-CBAM: Deep Transfer Learning Framework with Attention-Enhanced Transfer Learning to Classify Subtypes of Ovarian Cancer based on Histopathological Images
[IEEE] 2026-8-4 | Sparse Reconstruction of Distributed Battery Thermal Processes via Probabilistic Eigenmode Approximation
[IEEE] 2026-8-4 | Zeroing Neurodynamic Control of a Cable-Driven Upper Limb Rehabilitation Robot
[IEEE] 2026-8-4 | A Hybrid Nanotube Platform for Size-Selective and Stimuli-Responsive Intracellular Delivery
[IEEE] 2026-8-4 | The Hidden Thread: Water as the Lifeblood of the Semiconductor Age
[IEEE] 2026-8-4 | A Lightweight Dual-Task Framework for Real-Time Road Perception in Surveillance System
[IEEE] 2026-8-4 | QMT-SA: A Quantum-Inspired Multimodal Transformer with Spectral Attention for Precision Soybean Yield Prediction
[IEEE] 2026-8-4 | Event-triggered Adaptive Distributed Control for Torsional Pendulums With Neighbor Communication Constraint and Dead-zone Inputs
[IEEE] 2026-8-4 | Visible-Infrared Image Fusion for Nighttime Traffic Scene Enhancement
[IEEE] 2026-8-4 | Ultra-High Field Inspired Deep Learning Pipelines for 3T and 7T Level Brain MRI Analysis
[IEEE] 2026-8-4 | Inverse Learning-Based Strategy for Linear Quadratic Differential Hypergame With Misperception
[IEEE] 2026-8-4 | SynCAF: Synthetic Counterfactual Activations for Fairness in Facial Cognition Signals
[IEEE] 2026-8-4 | A Compact Pattern-Reconfigurable Antenna for Wireless Earphones
[IEEE] 2026-8-4 | Fenc
                    <sup>2</sup>
                    : Unifying Data Packing for Efficient Private Inference via Convolution and Architecture-Aware Fragment Encoding
[IEEE] 2026-8-4 | Attention-Enhanced Hybrid Deep Learning Framework for Multiple Sclerosis Lesion Segmentation in MRI
[IEEE] 2026-8-4 | A Comprehensive Python-Based Framework for Secure Monitoring and Detection of Fraudulent Bitcoin Transactions Across Blockchain-Driven Cryptocurrency Ecosystems
[IEEE] 2026-8-4 | A Bio-Kinematic Index Framework for Deepfake Video Detection
[IEEE] 2026-8-4 | A Port Security Intelligent Agent Based on Domain Adaptation multimodal large model
[IEEE] 2026-8-4 | Joint Semantic Segmentation and Image Caption for Mini LED Defect Detection
[IEEE] 2026-8-4 | Event-Triggered Incremental Fault-Tolerant Control: Recovery Performance and Convergence Time Guarantee
[IEEE] 2026-8-4 | FLASH-SAR: Fast Learning Self-Supervised Hierarchical Architecture for SAR
[IEEE] 2026-8-4 | A Multimodal Foundation Model with Federated Temporal Graph Learning for Personalized Cardiovascular Risk Prediction
[IEEE] 2026-8-4 | Retraction Notice: Intrutuion Detection System Using Machine Learning Based IDS
[IEEE] 2026-8-4 | Retraction Notice: Enhancing Cyber Security Through Intrusion Monitoring Using Deep Learning
[IEEE] 2026-8-4 | Pronunciation Based Intelligibility Assessment of Dysarthric Speech
[IEEE] 2026-8-4 | Visual Localization and Control for a Pneumatic Soft Robotic Arm Based on EKF
[IEEE] 2026-8-4 | Adapting Whisper Models Using LoHA for Robust Recognition of Children's Speech
[IEEE] 2026-8-4 | Dynamic event-triggered consensus control for multiagent systems
[IEEE] 2026-8-4 | Path Planning for Mobile Robots Based on Continuous Cost Guidance
[IEEE] 2026-8-4 | Quantization-Aware Incentive Mechanism for Communication-Efficient Federated Learning
[IEEE] 2026-8-4 | Finite-time tracking control for delayed Markov jump systems by adaptive event-triggered scheme
[IEEE] 2026-8-4 | Redesigning Public EVSE: Towards a System Architecture for Flexible Region-Oriented Charge Points
[IEEE] 2026-8-4 | Reinforcement Learning of Adaptive Virtual Damping in Variable Admittance Control for Tight Clearance Peg-in-Hole Assembly
[IEEE] 2026-8-4 | A 3-D Printed Microwave Absorber Based on Artificial Dielectric Photonic Crystals
[IEEE] 2026-8-4 | Design of an Integrated Control System for an 8-Channel K Band Beamforming Network
[IEEE] 2026-8-4 | DarkStream: Exploiting Internal Throughput Contention in Data Streaming Accelerator for Timing Attacks
[IEEE] 2026-8-4 | Multi-UAV Task Assignment: An Enhanced WTA Model with Linearized Voyage Constraints in MILP
[IEEE] 2026-8-4 | Monocular Video-Based Dynamic Human Reconstruction and Pose Generation Optimization
[IEEE] 2026-8-4 | An Improved FreTS Model for Key Parameters Prediction of Jinhua Furnace Gasification Process
[IEEE] 2026-8-4 | A Reinforcement Learning Guided Preference Ranking Algorithm with Large Language Models for Expensive Multi-Objective Optimization
[IEEE] 2026-8-4 | Social Data Mining and Analytics: Methods, Applications, and Emerging Challenges
[IEEE] 2026-8-4 | Unsupervised Spatially Aware Gaussian Mixture Model via Implicit Deep Priors
[IEEE] 2026-8-4 | Cross Layer Resilient Control of 5G-Enabled Mobile Robots
[IEEE] 2026-8-4 | On Minimization of Average AoI for Static Age-Threshold Irregular Repetition Slotted ALOHA
[IEEE] 2026-8-4 | A Novel Kolmogorov-Arnold Graph Attention Network for Soft Sensing of Chemical Process Quality Vairables
[IEEE] 2026-8-4 | SynthForm: Towards a DLA-Free E2E Form Understanding Model
[IEEE] 2026-8-4 | Intelligent Autonomous Driving with Enhanced Safety of Medium/Low Speed Maglev Trains in Changeable Environments
[IEEE] 2026-8-4 | Exploring Resilient Quantum Computing Principles for Scalable and Future-Ready Digital Infrastructure
[IEEE] 2026-8-4 | Enabling Realtime Stream Processing with Partial Computation Offloading
[IEEE] 2026-8-4 | RFAT 2026 Commentary
[IEEE] 2026-8-4 | Heterogeneous multi-UAV cooperative control under human-machine collaborative game
[IEEE] 2026-8-4 | 
[IEEE] 2026-8-4 | Extremely Sensitive Surface Acoustic Wave Sensor for Hydrogen Made from ${\phi}$ 3.3mm Spherical Quartz Crystal and Pd-Pt Alloy Sensitive Film
[IEEE] 2026-8-4 | TimeProtect: Time-Bound Policy Enforcement for Metadata-Hiding Encrypted Analytics
[IEEE] 2026-8-4 | Authors Index
[IEEE] 2026-8-3 | Self-Configurable Receiver for Single-Carrier Underwater Acoustic Communications via Bayesian Optimization
[IEEE] 2026-8-4 | STMAE-Few: A Spatial-Temporal Masked Autoencoder for Few-channel EEG-based Emotion Recognition
[IEEE] 2026-8-4 | LMIRA: Load-balanced Multi-indicator Reputation and Authentication Security Blockchain Framework for Cross-domain Vehicular Data Sharing_supp1-3715693.pdf
[IEEE] 2026-8-4 | Study on Drag Reduction Characteristics of an Ascending Submersible With Flexible Attachments Based on Wavelet Transform
[IEEE] 2026-8-3 | An Ontology-Based Configuration Framework for Exercise Prescription in Pulmonary Rehabilitation of Post-Discharge COPD Patients: Design and Real-World Evaluation
[IEEE] 2026-8-3 | Revisiting the Coopetition–Innovation Performance Nexus: A Multilevel Meta-Analytic Investigation
[IEEE] 2026-8-4 | <i>HyPA</i>
                    : A Low-Latency Hybrid Pipeline Asynchronous Router for Network-on-Chip Architectures in GALS-Based SoCs
[IEEE] 2026-8-3 | A Controlled Comparative Evaluation of Workflow Configurations for Source-Grounded Academic PDF Analysis
[IEEE] 2026-8-4 | Online/Offline Broadcast Remote Signcryption for Edge Computing-Enabled Internet of Things
[IEEE] 2026-8-4 | DeepStream: Prototyping Deep Joint Source-Channel Coding for Real-Time Multimedia Transmissions
[IEEE] 2026-8-4 | A Large-Scale Integer Programming Algorithm for Fuzzy-driven Credible Subset Selection_supp7-3719726.pdf
[IEEE] 2026-8-4 | A Single-Printed Two-Dimensional Optical Accelerometer Based on a Dual-Source Window-Light Configuration
[IEEE] 2026-8-3 | Effective Bit Aware OEB-SCL Decoding of Polar Codes With Boundary-Consistent Multi-Bit Decoding
[IEEE] 2026-8-4 | Feasibility and Effects of a Soft-Wearable Robotic Suit Assisting Hip Extension in Older Adults: A Pilot study
[IEEE] 2026-8-4 | Cataract Fundus Image Enhancement via Blur-Guided Frequency Adaptation
[IEEE] 2026-8-3 | Analysis and Design of Discrete-Time ΔΣ ADC Using Fast Self-Quenching Floating Inverter Amplifier With Sampling Noise Cancellation
[IEEE] 2026-8-4 | Leakage Inductance Calculation Method of High-Frequency Transformer Based on Monte Carlo Method and the Research on Transverse Magnetic Field Distribution Characteristics
[IEEE] 2026-8-3 | Theoretical Analysis of Different Penalty Functions in Sequential Convex Programming for Model Predictive Control
[IEEE] 2026-8-4 | IEEE Computer Society Membership
[IEEE] 2026-8-4 | Millimeter-Wave Radar-Based Three-Dimensional Sea-Surface Wavefield Reconstruction from Sparse Point Clouds
[IEEE] 2026-8-4 | A Review of Reinforcement Learning with Multimodal Large Language Models for Vision-Based Human Activity Recognition
[ACM] 2026-8-3 | Fail-Slow Hardware Failure Bug Analysis and Detection for Cloud Systems
[ACM] 2026-8-3 | Modular RAG: Transforming RAG Systems into LEGO-like Reconfigurable Frameworks
[IEEE] 2026-8-3 | DDBMNet: Dual-Domain Background Modeling Network with Anomaly Suppression for Hyperspectral Anomaly Detection
[IEEE] 2026-8-3 | AI-Assisted Antenna State Selection for Throughput Optimization in Higher-Order MIMO Mobile Terminals Under Arbitrary User Scenarios
[IEEE] 2026-8-3 | An Inductor-Free Power Management Circuit With Compact System Volume Achieving High Conversion Efficiency for Triboelectric Nanogenerators
[IEEE] 2026-8-3 | Bayesian Cramér-Rao Bound for Sensing Performance in Meta-Backscatter Systems
[IEEE] 2026-8-3 | Graph2Scene: Generating Remote Sensing Imagery and Labels via Scene Graphs and Low-Rank Representation
[IEEE] 2026-8-3 | IEEE Journal of Emerging and Selected Topics in Power Electronics Publication Information
[IEEE] 2026-8-3 | ICAHS 2025 Copyright Page
[IEEE] 2026-8-3 | ICAHS 2025 Copyright Page
[IEEE] 2026-8-3 | ICAHS 2025 Copyright Page
[IEEE] 2026-8-3 | IEEE Transactions on Computational Social Systems Information for Authors
[IEEE] 2026-8-3 | Spatiotemporal Wavelet Graph Signal Network for Machine Fault Diagnosis
[IEEE] 2026-8-3 | Megawatt-Scale Partial PHIL Arm-Current Emulation for Submodule-Level Verification of MMC-Based Drives
[IEEE] 2026-8-3 | A Novel Temperature-Based Method for Aging Characterization of IGBTs
[IEEE] 2026-8-3 | Message from the Program Chairs
[IEEE] 2026-8-3 | SPEAR: Phase-Aware Multi-Noise Removal for Supervised Fault-Event Detection and Localization in Simulated Factory Scenes
[IEEE] 2026-8-3 | ICAHS 2025 Copyright Page
[IEEE] 2026-8-3 | ICAHS 2025 Copyright Page
[IEEE] 2026-8-3 | The Design of a Waste Classification and Collection Robot for Energy Storage
[IEEE] 2026-8-3 | A Method for Identifying the Coupling Coefficient of Wireless Power Transfer Based on Extended Kalman Filtering
[IEEE] 2026-8-3 | A Cognitive 6G Communication Framework for Joint Wireless Sensing, Learning, and Ultra-Reliable Data Transmission
[IEEE] 2026-8-3 | Eye-Tracking Data Analysis for Autism Classification
[IEEE] 2026-8-3 | A Predictive Maintenance Framework for Multi-Stage Degradation Systems Under Defect Alarm
[IEEE] 2026-8-3 | Numerical Study on the Influence of Key Structural Parameters of Banki Wind Turbine on Aerodynamic Performance
[IEEE] 2026-8-3 | Tannaka Duality for MTL Algebras
[IEEE] 2026-8-3 | A CNN-based Approach for Speaker Identification using Spectral Domain Augmentation
[IEEE] 2026-8-3 | Comparative Analysis of Recurrent Neural Network Architectures for Classifying Nanoparticle Properties
[IEEE] 2026-8-3 | A Novel Multi-Objective Optimization Algorithm for Environmental Economic Dispatch of Power Systems
[IEEE] 2026-8-3 | Reliability Assessment and Optimal Maintenance Decision-Making for Multi-State Competing Failure Systems with Hidden Failures
[IEEE] 2026-8-3 | Toward Closing the Sim-to-Real Gap for Autonomous Vehicles: A Physics-Guided Learning Approach for LiDAR Intensity Simulation
[IEEE] 2026-8-3 | Minor and Major Finger Knuckle Pattern Recognition system based on Deep Rules-Based Classifier
[IEEE] 2026-8-3 | Study of woman in labour's emotional responses to birth space ambiance using EDA
[IEEE] 2026-8-3 | Research on Joint Angular Path Planning of Robotic Arm Based on A* Algorithm
[IEEE] 2026-8-3 | Towards a Tunisian High-Frequency Audiogram Database in Occupational Health for Epidemiological and Sectoral Risk Analysis
[IEEE] 2026-8-3 | Standardization Recommendations and Technical Research of Fire-Rated Cables for Shipboard Equipment
[IEEE] 2026-8-4 | Past Forward: The History and Mystery of Fireworks: How Fireworks Became the Technology of Celebration
[IEEE] 2026-8-3 | A 12-bit 78.8-dB SFDR 625-MS/s Two-step Pipelined-SAR ADC With Self-Adaptive Common-Mode Capacitor Multiplier
[IEEE] 2026-8-3 | Mechanism and Effects of Core Segmentation on Electromagnetic Performance in Orthogonal Winding Planar Induction Motor
[IEEE] 2026-8-4 | An Internet of Things-Enabled Vision-Based Framework for Real-Time Worker Risk Behavior Detection in Tunnel Construction
[IEEE] 2026-8-4 | Accurate and Effective Model for Coexistence of Classical and Quantum Signals In Optical Fibers
[IEEE] 2026-8-3 | SSC-YOLO11:An Improved YOLO11 Model for SAR Small Object Detection in Complex Backgrounds
[IEEE] 2026-8-4 | Revisiting the Coopetition–Innovation Performance Nexus: A Multilevel Meta-Analytic Investigation_supp1-3719433.pdf
[IEEE] 2026-8-3 | Multi-Level Spatiotemporal Framework for Automatic Modulation Classification
[IEEE] 2026-8-3 | A Single-Layer Beam-Scanning Reconfigurable Reflectarray using Sweep-Holding Control Circuit
[IEEE] 2026-8-4 | A Large-Scale Integer Programming Algorithm for Fuzzy-driven Credible Subset Selection_supp2-3719726.pdf
[IEEE] 2026-8-4 | CF-Net: A Cross-Feature Reconstruction Network for High-Accuracy 1-Bit Target Classification
[IEEE] 2026-8-4 | Large-Scale Polygonal Building Mapping from 3–5m Medium-Resolution Satellite Imagery
[IEEE] 2026-8-4 | A Decomposed Learning Framework for Hybrid Precoding
[IEEE] 2026-8-3 | Geometry-based Forest Structure Extraction from SAR Tomographic data for Terrain and Canopy Modelling
[IEEE] 2026-8-4 | Federated Meta-Learning-Driven Self-Organizing Maps for Edge-based Privacy-Preserving Intrusion Detection in Industrial IoT
[IEEE] 2026-8-4 | Retraction Notice: An Efficient Sensory Based Cost-effective IoT Model for Prior Prediction of Covid-19
[IEEE] 2026-8-4 | RINN: A Radar-Informed Neural Network for Jamming Identification in Intra-Pulse Frequency Coding Radars Using Time-Frequency Discontinuity
[IEEE] 2026-8-3 | High-Resolution Complementary Golay-Coded Correlation OTDR for Long-Reach PONs
[IEEE] 2026-8-4 | Dual-Blade: Dual-Path NVMe-Direct KV-Cache Offloading for Edge LLM Inference
[IEEE] 2026-8-4 | Five-Minute Rule 40 Years Later: A First-Principles Revisit for Modern Memory Hierarchy
[IEEE] 2026-8-4 | Manufacturing Process Root Cause Analysis With Graph Neural Networks
[IEEE] 2026-8-4 | An Efficient Deep Learning Approach for Rice Leaf Disease Classification Using Fine-Tuned DenseNet121
[IEEE] 2026-8-4 | Reference-based Positive Ski Coaching using Foot Pressure and MLLMs
[IEEE] 2026-8-4 | From Filters to VLMs: Benchmarking Defogging Methods Through Object Detection and Segmentation Performance
[IEEE] 2026-8-4 | MANUS: Maneuverability Assessment of Magnetic Guidewires with Proximal Delivery Force
[IEEE] 2026-8-4 | Few-Shot Pose Estimation for Robotic Sorting of Flexible Packages with Complex Overlapping and Ambiguous Boundaries
[IEEE] 2026-8-4 | Real-Time Underwater Seabed Biodiversity Detection using an Enhanced CNN-Based Deep Learning Framework
[IEEE] 2026-8-4 | Table of Contents
[IEEE] 2026-8-4 | M
                    <sup>2</sup>
                    PCV-Net: A Prior-Enhanced Multi-View Learning Framework for Multimodal Climate Time Series Forecasting
[IEEE] 2026-8-3 | Validation of Gyrotron Operation for the Collective Thomson Scattering Diagnostic at the GDT Open Magnetic Trap
[IEEE] 2026-8-3 | ClinCheX: Hierarchical Multi-Granularity Representation Learning with Clinical Semantic Anchoring for Congenital Heart Disease Classification from Chest Radiographs
[IEEE] 2026-8-4 | Retraction Notice: Gate Access Control using Face Mask Detection and Temperature
[IEEE] 2026-8-4 | A Omni-Semantic Aware Transformer for Cervical Cytopathology Screening
[IEEE] 2026-8-4 | A Study on the Effectiveness of Gamification in STEM Higher Education: A Case Study of Probability and Mathematical Statistics
[IEEE] 2026-8-4 | Retraction Notice: Automatic Segmentation of MRI Images for Brain Tumor using unet
[IEEE] 2026-8-3 | Beam Squint Calibration with Forced-Descent Sampling for Mobility-Aware Sensing in the Near-Field Massive MIMO Systems
[IEEE] 2026-8-3 | LLM-RDO: Large Language Model-guided Rules Dynamic Optimization for Temporal Knowledge Graph Reasoning
[IEEE] 2026-8-4 | A System-of-Systems Digital Twin for Organisational Competency Management
[IEEE] 2026-8-4 | Can We Redesign a Shoulder Exosuit to Enhance Comfort and Usability Without Reducing Assistance?_supp3-3719187.pdf
[IEEE] 2026-8-4 | Intelligent Data Pipeline Orchestration: Combining Predictive Modeling, LLMs, and RL for Autonomous Data Engineering Systems
[IEEE] 2026-8-4 | On the Distortion of Partitioning Performance by Random Quantum Circuits
[IEEE] 2026-8-4 | Copyright Page
[IEEE] 2026-8-4 | Performance-Aware CPU/GPU Backend Selection and Code Adaptation for Python Scientific Computing in Heterogeneous Cloud Environments
[IEEE] 2026-8-4 | Comparative Analysis of Pre-Trained Deep Learning Models with Integrated Attention for Chest X-Ray Classification
[IEEE] 2026-8-4 | Message from the Program Co-Chairs: ISCA 2026
[IEEE] 2026-8-4 | A Policy Transfer Method Based on Successor Measure and Its Application for Economic Optimization of Coke Dry Quenching System
[IEEE] 2026-8-4 | MRRAGS:Modular Rapidly Reconfigurable Aerial Gripper System with Torque Feedback Safety Estimation
[IEEE] 2026-8-4 | GraDeCAR-Gradual Denoising by Contrastive Agreement-based Relabeling for Tackling Label Noise in Medical Imaging
[IEEE] 2026-8-4 | Linear Residual Generators for Fault Estimation in Discrete-Time Nonlinear Systems
[IEEE] 2026-8-4 | Retraction Notice: English Speech Recognition using Convolution Neural Networks and IoT
[IEEE] 2026-8-4 | A Bearing-Strength Method for Motion Estimation of Unknown Energy Emitters
[IEEE] 2026-8-4 | Robust Thermal Image Object Detection Challenge: Advancing Multi-Object Detection Performance Under Long-Term Thermal Drift
[IEEE] 2026-8-4 | Research on Real Time Localization and Map Building (SLAM) Algorithm for Augmented Reality
[IEEE] 2026-8-4 | Face Identity Unlearning for Retrieval via Embedding Dispersion
[IEEE] 2026-8-4 | Structured Email Intelligence: Comparing Generative AI, Rule-based, and NLP Approaches for Task and Meeting Extraction
[IEEE] 2026-8-4 | Retraction Notice: A Comprehensive Method for Flower Detection by DL: A Comparative Study between Multiple Statistical Models
[IEEE] 2026-8-4 | Attention-Enhanced Bidirectional LSTM Framework for Context-Aware Cyberbullying Detection in Social Media
[IEEE] 2026-8-4 | Design and Simulation of Multi-Arc Spiral FSS for 5G Application
[IEEE] 2026-8-4 | A Unified Modelling Framework and Key Technologies for Autonomous Control of Embodied Robots under Complex Constraints: A Review
[IEEE] 2026-8-4 | A Silk-Fibroin-Based Flexible RFID Antenna for Wearable Wireless Joint-Angle Sensing
[IEEE] 2026-8-4 | REMinD: Balancing Robust Concept Unlearning and Image Quality in Diffusion Models
[IEEE] 2026-8-4 | AI-based Intelligent Control for High-Efficiency DC-DC Converters in Advanced Applications
[IEEE] 2026-8-4 | Robotic Throwing Based on Deep Reinforcement Learning and Model Prediction
[IEEE] 2026-8-4 | When AI Designs AI Hardware: Reliability Lessons from Accelerator Architectures
[IEEE] 2026-8-4 | A Track Fusion Method for Scattered Vessel-Detection Data
[IEEE] 2026-8-4 | DejaVu: Why You Should Write to Your DRAM Rows Twice, Carefully
[IEEE] 2026-8-4 | Pseudo Contrastive Learning for Diagram Comprehension in Multimodal Models
[IEEE] 2026-8-4 | Blockchain-Secured Federated Deep Reinforcement Learning for Adaptive and Privacy-Preserving Industrial IoT Control
[IEEE] 2026-8-4 | A Reinforcement Learning-Based Design of Energy-Efficient Cruising Control for Heavy-Duty Trucks
[IEEE] 2026-8-4 | Plant Leaf Disease Detection using EfficientNetB5 and Transfer Learning
[IEEE] 2026-8-4 | Decentralized Target Assignment and Motion Control for Multi-Agent Swarms in Communication-Denied Environments
[IEEE] 2026-8-4 | Active Power Injection and Reactive Power Compensation Analysis of SAPF for Distribution Network with and without PV Integration
[IEEE] 2026-8-4 | Research on Algorithm and Controller Implementation of EHB System for New Energy Vehicles
[IEEE] 2026-8-4 | Efficient Real-Time Modeling of Longitudinal Dynamics for Semi-Submerged Hydrofoil Unmanned Surface Vehicles
[IEEE] 2026-8-4 | Data-driven distributed optimization via deep-learning*
[IEEE] 2026-8-4 | AI-Driven Enterprise Solution Architecture for Scalable Cloud-Native Systems
[IEEE] 2026-8-4 | Session Chairs
[IEEE] 2026-8-4 | Low-Latency Deep Learning Based Doppler Velocity Estimation for Integrated Sensing and Communication
[IEEE] 2026-8-4 | Object Detection in Adverse Weather Conditions Using YOLOv11 with Bobcat Optimization Algorithm
[IEEE] 2026-8-4 | Fixed-Time Distributed Robust Coverage Control for Heterogeneous UAVs-UGVs Systems with Human Interaction via LLM
[IEEE] 2026-8-4 | Retraction Notice: Edge Computing and Deep Learning Based Urban Street Cleanliness Assessment System
[IEEE] 2026-8-4 | Serverless Computing (FaaS) Framework for Smart Healthcare Applications
[IEEE] 2026-8-4 | Secure Message Sharing via Quantum Image Steganography and Dual-Channel Superdense Coding
[IEEE] 2026-8-4 | Low Complexity FPGA Implementation of $2 \times 2$ MIMO-OTSM Transceiver for 6G Communications
[IEEE] 2026-8-4 | Adaptive Event-triggered Variable Impedance Control for Robotic Systems in Sudden Environmental Changes
[IEEE] 2026-8-4 | Ergodic Throughput in Coordinated Multi-Point Downlink Under Distributed Power Constraints
[IEEE] 2026-8-4 | Self-Sterilizing Face Mask Employing Enzymatic Power Generation
[IEEE] 2026-8-4 | A Self-Decoupled Circularly Polarized Microstrip Antenna Based on Characteristic Mode Analysis
[IEEE] 2026-8-4 | Evolution of the Swarm Test Arena for Resilient Systems: A System of Systems Case Study
[IEEE] 2026-8-4 | Basic: Bayesian Spiral Attention Classifier for Interpretable Medical Image Classification
[IEEE] 2026-8-4 | Proceedings
[IEEE] 2026-8-4 | Visual Dialogue System with Self-Verification Pipeline for Hallucination Mitigation
[IEEE] 2026-8-4 | Dynamics Modeling and Trim Control for Underwater Gliders
[IEEE] 2026-8-4 | Stammering Detection with Streaming TDNN and Log Mel Acoustic Features
[IEEE] 2026-8-4 | Overcoming Nawes Fixed-Window Constraints for Spoken Term Detection and Localization
[IEEE] 2026-8-4 | Multi-UAVs Cooperative Path Planning Based on DQN Under Communication Constraints
